transaccion_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,subtotal,descuento_pct,descuento_monto,costo_envio,total,metodo_pago,estado_envio
T001261,C00292,P0065,2025-08-14,1,36490.99,36490.99,5,1824.55,0.0,34666.44,Transferencia bancaria,Preparando
T001262,C00292,P0082,2024-12-31,1,70870.99,70870.99,0,0.0,0.0,70870.99,Transferencia bancaria,Entregado
T001263,C00292,P0137,2025-06-20,2,37150.99,74301.98,0,0.0,0.0,74301.98,Mercado Pago,Entregado
T001264,C00292,P0148,2025-06-25,1,86710.99,86710.99,5,4335.55,0.0,82375.44,Transferencia bancaria,Entregado
T001265,C00292,P0090,2026-03-18,1,83690.99,83690.99,0,0.0,0.0,83690.99,Transferencia bancaria,Entregado
T001266,C00292,P0042,2025-10-07,1,80280.99,80280.99,0,0.0,0.0,80280.99,Efectivo (contra entrega),Entregado
T001267,C00293,P0072,2026-03-29,1,60590.99,60590.99,10,6059.1,0.0,54531.89,Transferencia bancaria,En camino
T001268,C00294,P0148,2025-10-05,1,86710.99,86710.99,10,8671.1,0.0,78039.89,Transferencia bancaria,Cancelado
T001269,C00294,P0175,2024-05-08,1,30670.99,30670.99,5,1533.55,0.0,29137.44,Tarjeta de crédito,Entregado
T001270,C00294,P0009,2026-06-24,1,76570.99,76570.99,0,0.0,0.0,76570.99,Transferencia bancaria,Preparando
T001271,C00295,P0184,2025-11-24,1,11240.99,11240.99,5,562.05,2278.34,12957.28,Tarjeta de crédito,En camino
T001272,C00295,P0002,2025-02-25,2,34510.99,69021.98,0,0.0,0.0,69021.98,Mercado Pago,Cancelado
T001273,C00295,P0175,2025-11-13,1,30670.99,30670.99,0,0.0,0.0,30670.99,Transferencia bancaria,Entregado
T001274,C00295,P0056,2026-08-10,1,72090.99,72090.99,10,7209.1,0.0,64881.89,Transferencia bancaria,Cancelado
T001275,C00295,P0050,2025-08-20,1,5120.99,5120.99,5,256.05,2667.41,7532.35,Efectivo (contra entrega),Entregado
T001276,C00295,P0077,2026-01-01,1,80070.99,80070.99,5,4003.55,0.0,76067.44,Tarjeta de débito,Entregado
T001277,C00295,P0038,2026-01-24,1,69100.99,69100.99,20,13820.2,0.0,55280.79,Mercado Pago,Cancelado
T001278,C00295,P0153,2025-05-20,1,80540.99,80540.99,15,12081.15,0.0,68459.84,Transferencia bancaria,Cancelado
T001279,C00295,P0149,2025-06-23,2,91760.99,183521.98,0,0.0,0.0,183521.98,Transferencia bancaria,Cancelado
T001280,C00295,P0095,2026-07-25,1,27440.99,27440.99,5,1372.05,4464.72,30533.66,Tarjeta de débito,Cancelado
T001281,C00295,P0076,2025-11-03,1,80370.99,80370.99,5,4018.55,0.0,76352.44,Tarjeta de crédito,Entregado
T001282,C00295,P0169,2026-03-04,1,116550.99,116550.99,20,23310.2,0.0,93240.79,Efectivo (contra entrega),Entregado
T001283,C00296,P0050,2024-04-04,1,5120.99,5120.99,0,0.0,2544.26,7665.25,Efectivo (contra entrega),Cancelado
T001284,C00296,P0079,2025-01-17,3,9850.99,29552.97,0,0.0,2591.38,32144.35,Mercado Pago,Entregado
T001285,C00296,P0091,2024-01-26,1,27590.99,27590.99,10,2759.1,3597.95,28429.84,Transferencia bancaria,Entregado
T001286,C00296,P0181,2024-02-04,1,14430.99,14430.99,0,0.0,3984.56,18415.55,Mercado Pago,Entregado
T001287,C00296,P0153,2024-03-25,1,80540.99,80540.99,0,0.0,0.0,80540.99,Tarjeta de débito,Entregado
T001288,C00296,P0139,2026-05-13,1,76500.99,76500.99,0,0.0,0.0,76500.99,Mercado Pago,Entregado
T001289,C00296,P0062,2025-01-21,2,80150.99,160301.98,5,8015.1,0.0,152286.88,Mercado Pago,Entregado
T001290,C00296,P0051,2025-06-05,2,22610.99,45221.98,15,6783.3,0.0,38438.68,Tarjeta de crédito,Preparando
T001291,C00299,P0160,2025-07-26,1,143890.99,143890.99,5,7194.55,0.0,136696.44,Transferencia bancaria,Entregado
T001292,C00299,P0055,2025-07-21,2,90690.99,181381.98,5,9069.1,0.0,172312.88,Transferencia bancaria,Entregado
T001293,C00299,P0098,2025-04-06,1,66450.99,66450.99,10,6645.1,0.0,59805.89,Transferencia bancaria,Entregado
T001294,C00299,P0011,2025-09-29,1,26210.99,26210.99,10,2621.1,3154.76,26744.65,Transferencia bancaria,Entregado
T001295,C00299,P0001,2025-12-07,3,22660.99,67982.97,0,0.0,0.0,67982.97,Transferencia bancaria,En camino
T001296,C00299,P0154,2026-06-02,1,30800.99,30800.99,10,3080.1,0.0,27720.89,Transferencia bancaria,Entregado
T001297,C00299,P0163,2025-04-06,1,64460.99,64460.99,0,0.0,0.0,64460.99,Mercado Pago,Entregado
T001298,C00300,P0089,2025-05-10,2,70110.99,140221.98,0,0.0,0.0,140221.98,Transferencia bancaria,En camino
T001299,C00300,P0136,2025-09-18,1,47130.99,47130.99,0,0.0,0.0,47130.99,Tarjeta de crédito,Preparando
T001300,C00300,P0045,2026-06-24,1,2330.99,2330.99,0,0.0,2623.22,4954.21,Efectivo (contra entrega),En camino
T001301,C00300,P0101,2025-06-07,1,85420.99,85420.99,0,0.0,0.0,85420.99,Transferencia bancaria,Entregado
T001302,C00301,P0104,2025-03-22,1,56920.99,56920.99,0,0.0,0.0,56920.99,Transferencia bancaria,Entregado
T001303,C00301,P0087,2024-11-07,2,92990.99,185981.98,10,18598.2,0.0,167383.78,Tarjeta de débito,Entregado
T001304,C00301,P0073,2026-05-11,3,118250.99,354752.97,0,0.0,0.0,354752.97,Transferencia bancaria,Entregado
T001305,C00302,P0023,2023-09-05,1,99980.99,99980.99,0,0.0,0.0,99980.99,Tarjeta de débito,Entregado
T001306,C00302,P0149,2024-04-17,1,91760.99,91760.99,5,4588.05,0.0,87172.94,Mercado Pago,En camino
T001307,C00302,P0174,2023-08-03,2,50040.99,100081.98,0,0.0,0.0,100081.98,Tarjeta de crédito,Entregado
T001308,C00302,P0147,2024-12-23,1,92490.99,92490.99,0,0.0,0.0,92490.99,Efectivo (contra entrega),Entregado
T001309,C00303,P0182,2026-03-29,1,118780.99,118780.99,5,5939.05,0.0,112841.94,Tarjeta de crédito,Cancelado
T001310,C00303,P0043,2025-10-06,1,35310.99,35310.99,0,0.0,0.0,35310.99,Transferencia bancaria,Entregado
T001311,C00303,P0082,2026-01-12,1,70870.99,70870.99,10,7087.1,0.0,63783.89,Tarjeta de débito,Entregado
T001312,C00304,P0111,2026-01-30,1,59100.99,59100.99,10,5910.1,0.0,53190.89,Transferencia bancaria,Entregado
T001313,C00304,P0078,2026-03-20,2,82230.99,164461.98,5,8223.1,0.0,156238.88,Tarjeta de débito,Entregado
T001314,C00304,P0057,2026-04-06,1,2250.99,2250.99,5,112.55,3238.06,5376.5,Transferencia bancaria,Entregado
T001315,C00304,P0129,2025-12-04,3,121150.99,363452.97,0,0.0,0.0,363452.97,Mercado Pago,Entregado
T001316,C00305,P0178,2025-09-09,1,82810.99,82810.99,0,0.0,0.0,82810.99,Tarjeta de débito,Entregado
T001317,C00305,P0175,2026-04-12,1,30670.99,30670.99,0,0.0,0.0,30670.99,Tarjeta de crédito,Entregado
T001318,C00305,P0025,2026-02-16,1,22880.99,22880.99,5,1144.05,2130.89,23867.83,Mercado Pago,Entregado
T001319,C00306,P0177,2025-01-31,2,26110.99,52221.98,0,0.0,0.0,52221.98,Tarjeta de débito,Entregado
T001320,C00306,P0060,2024-11-04,1,64800.99,64800.99,5,3240.05,0.0,61560.94,Tarjeta de crédito,En camino
T001321,C00306,P0076,2023-10-10,4,80370.99,321483.96,20,64296.79,0.0,257187.17,Efectivo (contra entrega),Entregado
T001322,C00306,P0114,2026-05-29,1,17660.99,17660.99,0,0.0,3065.25,20726.24,Tarjeta de crédito,Entregado
T001323,C00306,P0155,2024-05-07,1,108460.99,108460.99,0,0.0,0.0,108460.99,Efectivo (contra entrega),Entregado
T001324,C00306,P0059,2026-06-04,2,66790.99,133581.98,0,0.0,0.0,133581.98,Tarjeta de débito,Entregado
T001325,C00306,P0003,2026-05-26,1,95520.99,95520.99,0,0.0,0.0,95520.99,Tarjeta de débito,Entregado
T001326,C00306,P0006,2023-12-22,1,104670.99,104670.99,0,0.0,0.0,104670.99,Mercado Pago,Cancelado
T001327,C00306,P0159,2024-11-30,2,108820.99,217641.98,5,10882.1,0.0,206759.88,Transferencia bancaria,Entregado
T001328,C00306,P0084,2024-06-14,1,106390.99,106390.99,15,15958.65,0.0,90432.34,Mercado Pago,Cancelado
T001329,C00306,P0086,2025-05-13,1,17970.99,17970.99,5,898.55,4161.94,21234.38,Transferencia bancaria,Entregado
T001330,C00306,P0038,2025-05-30,1,69100.99,69100.99,10,6910.1,0.0,62190.89,Tarjeta de débito,Entregado
T001331,C00306,P0055,2024-02-21,2,90690.99,181381.98,20,36276.4,0.0,145105.58,Transferencia bancaria,Entregado
T001332,C00307,P0079,2023-12-21,1,9850.99,9850.99,0,0.0,2456.25,12307.24,Transferencia bancaria,Entregado
T001333,C00308,P0026,2024-10-01,1,71960.99,71960.99,0,0.0,0.0,71960.99,Tarjeta de crédito,Preparando
T001334,C00308,P0082,2025-07-16,1,70870.99,70870.99,15,10630.65,0.0,60240.34,Mercado Pago,Cancelado
T001335,C00308,P0077,2025-10-23,1,80070.99,80070.99,0,0.0,0.0,80070.99,Efectivo (contra entrega),En camino
T001336,C00308,P0072,2025-05-06,1,60590.99,60590.99,0,0.0,0.0,60590.99,Mercado Pago,Entregado
T001337,C00308,P0084,2026-06-27,1,106390.99,106390.99,0,0.0,0.0,106390.99,Tarjeta de débito,Entregado
T001338,C00309,P0084,2025-06-20,1,106390.99,106390.99,0,0.0,0.0,106390.99,Tarjeta de crédito,Entregado
T001339,C00309,P0186,2024-04-29,1,100370.99,100370.99,0,0.0,0.0,100370.99,Transferencia bancaria,Entregado
T001340,C00311,P0168,2025-12-23,2,20280.99,40561.98,0,0.0,0.0,40561.98,Efectivo (contra entrega),Entregado
T001341,C00313,P0143,2026-03-02,1,78310.99,78310.99,0,0.0,0.0,78310.99,Tarjeta de crédito,Entregado
T001342,C00313,P0003,2024-08-06,1,95520.99,95520.99,5,4776.05,0.0,90744.94,Transferencia bancaria,Entregado
T001343,C00314,P0124,2023-07-21,2,55570.99,111141.98,0,0.0,0.0,111141.98,Transferencia bancaria,Entregado
T001344,C00314,P0162,2025-12-02,1,60870.99,60870.99,20,12174.2,0.0,48696.79,Tarjeta de crédito,Entregado
T001345,C00314,P0058,2023-09-22,1,10690.99,10690.99,5,534.55,3273.51,13429.95,Tarjeta de crédito,Entregado
T001346,C00314,P0169,2024-05-31,1,116550.99,116550.99,5,5827.55,0.0,110723.44,Tarjeta de crédito,En camino
T001347,C00315,P0133,2025-07-04,1,23360.99,23360.99,10,2336.1,2708.43,23733.32,Efectivo (contra entrega),Preparando
T001348,C00315,P0056,2025-08-16,1,72090.99,72090.99,5,3604.55,0.0,68486.44,Tarjeta de crédito,Entregado
T001349,C00315,P0097,2025-12-27,2,118090.99,236181.98,0,0.0,0.0,236181.98,Mercado Pago,Entregado
T001350,C00315,P0025,2025-02-22,2,22880.99,45761.98,0,0.0,0.0,45761.98,Mercado Pago,Entregado
T001351,C00315,P0165,2025-02-03,1,8750.99,8750.99,0,0.0,2395.33,11146.32,Transferencia bancaria,Cancelado
T001352,C00316,P0149,2026-02-10,3,91760.99,275282.97,0,0.0,0.0,275282.97,Efectivo (contra entrega),Entregado
T001353,C00316,P0019,2026-01-08,1,143070.99,143070.99,0,0.0,0.0,143070.99,Tarjeta de débito,En camino
T001354,C00317,P0147,2026-04-03,4,92490.99,369963.96,10,36996.4,0.0,332967.56,Tarjeta de débito,Entregado
T001355,C00317,P0065,2025-03-07,1,36490.99,36490.99,0,0.0,0.0,36490.99,Mercado Pago,Preparando
T001356,C00318,P0019,2026-01-27,3,143070.99,429212.97,20,85842.59,0.0,343370.38,Tarjeta de crédito,Cancelado
T001357,C00318,P0032,2024-12-13,1,46630.99,46630.99,10,4663.1,0.0,41967.89,Mercado Pago,Entregado
T001358,C00318,P0129,2025-09-28,1,121150.99,121150.99,0,0.0,0.0,121150.99,Transferencia bancaria,Entregado
T001359,C00318,P0046,2026-03-05,1,18770.99,18770.99,0,0.0,1913.29,20684.28,Tarjeta de débito,Entregado
T001360,C00318,P0105,2024-08-28,1,8040.99,8040.99,0,0.0,3252.39,11293.38,Transferencia bancaria,En camino
T001361,C00318,P0184,2024-12-17,1,11240.99,11240.99,5,562.05,3065.29,13744.23,Transferencia bancaria,Entregado
T001362,C00318,P0096,2024-11-04,1,32440.99,32440.99,20,6488.2,0.0,25952.79,Transferencia bancaria,Entregado
T001363,C00318,P0050,2025-09-24,1,5120.99,5120.99,0,0.0,2388.7,7509.69,Efectivo (contra entrega),Entregado
T001364,C00320,P0022,2025-04-09,1,86110.99,86110.99,10,8611.1,0.0,77499.89,Tarjeta de crédito,Entregado
T001365,C00320,P0127,2024-11-13,4,53930.99,215723.96,0,0.0,0.0,215723.96,Tarjeta de débito,Entregado
T001366,C00320,P0070,2025-06-12,1,59790.99,59790.99,0,0.0,0.0,59790.99,Mercado Pago,Entregado
T001367,C00320,P0063,2025-03-26,1,64680.99,64680.99,0,0.0,0.0,64680.99,Mercado Pago,Entregado
T001368,C00320,P0024,2025-06-04,2,102000.99,204001.98,0,0.0,0.0,204001.98,Tarjeta de débito,Entregado
T001369,C00320,P0055,2024-12-07,2,90690.99,181381.98,0,0.0,0.0,181381.98,Mercado Pago,Entregado
T001370,C00320,P0165,2026-06-07,1,8750.99,8750.99,0,0.0,3361.43,12112.42,Transferencia bancaria,Entregado
T001371,C00321,P0134,2025-09-03,1,73170.99,73170.99,0,0.0,0.0,73170.99,Efectivo (contra entrega),Entregado
T001372,C00321,P0035,2025-07-26,1,7230.99,7230.99,0,0.0,4128.59,11359.58,Tarjeta de débito,Entregado
T001373,C00321,P0062,2026-07-08,1,80150.99,80150.99,0,0.0,0.0,80150.99,Transferencia bancaria,Entregado
T001374,C00322,P0096,2024-06-12,1,32440.99,32440.99,0,0.0,0.0,32440.99,Efectivo (contra entrega),Entregado
T001375,C00322,P0112,2024-03-08,1,52410.99,52410.99,0,0.0,0.0,52410.99,Efectivo (contra entrega),Entregado
T001376,C00322,P0151,2024-01-10,1,43590.99,43590.99,0,0.0,0.0,43590.99,Mercado Pago,Entregado
T001377,C00322,P0026,2025-06-10,1,71960.99,71960.99,5,3598.05,0.0,68362.94,Transferencia bancaria,Entregado
T001378,C00322,P0003,2026-02-26,1,95520.99,95520.99,0,0.0,0.0,95520.99,Mercado Pago,Entregado
T001379,C00322,P0180,2025-02-27,1,10110.99,10110.99,0,0.0,2800.7,12911.69,Tarjeta de débito,Entregado
T001380,C00322,P0064,2024-12-06,3,71270.99,213812.97,0,0.0,0.0,213812.97,Tarjeta de crédito,Entregado
T001381,C00323,P0149,2024-07-21,1,91760.99,91760.99,0,0.0,0.0,91760.99,Tarjeta de débito,Entregado
T001382,C00323,P0108,2025-07-29,2,106640.99,213281.98,5,10664.1,0.0,202617.88,Transferencia bancaria,Entregado
T001383,C00324,P0086,2026-08-12,1,17970.99,17970.99,10,1797.1,3575.05,19748.94,Tarjeta de débito,Entregado
T001384,C00324,P0114,2026-07-08,2,17660.99,35321.98,0,0.0,0.0,35321.98,Efectivo (contra entrega),Entregado
T001385,C00325,P0118,2026-05-09,2,39730.99,79461.98,0,0.0,0.0,79461.98,Efectivo (contra entrega),Entregado
T001386,C00326,P0108,2025-09-25,2,106640.99,213281.98,10,21328.2,0.0,191953.78,Tarjeta de débito,Entregado
T001387,C00326,P0110,2025-10-17,1,148390.99,148390.99,0,0.0,0.0,148390.99,Transferencia bancaria,Entregado
T001388,C00326,P0032,2025-12-06,1,46630.99,46630.99,0,0.0,0.0,46630.99,Mercado Pago,Entregado
T001389,C00326,P0133,2026-01-30,1,23360.99,23360.99,20,4672.2,4143.77,22832.56,Tarjeta de crédito,Entregado
T001390,C00326,P0167,2025-07-17,1,116770.99,116770.99,20,23354.2,0.0,93416.79,Transferencia bancaria,Entregado
T001391,C00327,P0034,2025-12-07,1,16800.99,16800.99,0,0.0,1552.17,18353.16,Mercado Pago,Entregado
T001392,C00327,P0138,2025-08-04,2,3100.99,6201.98,0,0.0,2001.91,8203.89,Tarjeta de crédito,Entregado
T001393,C00327,P0060,2025-01-16,1,64800.99,64800.99,10,6480.1,0.0,58320.89,Transferencia bancaria,Entregado
T001394,C00327,P0056,2025-04-21,2,72090.99,144181.98,20,28836.4,0.0,115345.58,Transferencia bancaria,Entregado
T001395,C00327,P0166,2025-10-06,1,11070.99,11070.99,0,0.0,3983.25,15054.24,Mercado Pago,Entregado
T001396,C00327,P0088,2024-12-26,2,32190.99,64381.98,10,6438.2,0.0,57943.78,Efectivo (contra entrega),En camino
T001397,C00327,P0007,2025-06-05,1,16940.99,16940.99,0,0.0,3057.93,19998.92,Tarjeta de débito,Entregado
T001398,C00327,P0050,2025-01-25,4,5120.99,20483.96,10,2048.4,3478.1,21913.66,Transferencia bancaria,Entregado
T001399,C00327,P0118,2025-07-26,1,39730.99,39730.99,0,0.0,0.0,39730.99,Transferencia bancaria,Entregado
T001400,C00328,P0020,2023-08-26,1,125770.99,125770.99,0,0.0,0.0,125770.99,Transferencia bancaria,Cancelado
T001401,C00328,P0179,2023-07-19,1,39260.99,39260.99,20,7852.2,0.0,31408.79,Efectivo (contra entrega),Preparando
T001402,C00328,P0076,2024-02-15,2,80370.99,160741.98,0,0.0,0.0,160741.98,Efectivo (contra entrega),Cancelado
T001403,C00328,P0117,2025-06-11,1,122170.99,122170.99,15,18325.65,0.0,103845.34,Mercado Pago,Entregado
T001404,C00329,P0097,2025-11-28,1,118090.99,118090.99,15,17713.65,0.0,100377.34,Tarjeta de débito,Entregado
T001405,C00329,P0129,2025-08-10,1,121150.99,121150.99,0,0.0,0.0,121150.99,Efectivo (contra entrega),Entregado
T001406,C00329,P0138,2026-07-22,1,3100.99,3100.99,10,310.1,3199.99,5990.88,Mercado Pago,En camino
T001407,C00329,P0184,2025-07-01,1,11240.99,11240.99,20,2248.2,2996.78,11989.57,Transferencia bancaria,Entregado
T001408,C00329,P0086,2025-10-18,1,17970.99,17970.99,0,0.0,2369.35,20340.34,Tarjeta de débito,Entregado
T001409,C00330,P0151,2025-06-04,1,43590.99,43590.99,0,0.0,0.0,43590.99,Transferencia bancaria,Entregado
T001410,C00330,P0160,2024-05-30,1,143890.99,143890.99,0,0.0,0.0,143890.99,Tarjeta de crédito,Entregado
T001411,C00330,P0079,2026-02-20,1,9850.99,9850.99,0,0.0,2556.77,12407.76,Tarjeta de crédito,En camino
T001412,C00330,P0008,2025-01-01,1,44030.99,44030.99,0,0.0,0.0,44030.99,Efectivo (contra entrega),Entregado
T001413,C00331,P0032,2026-04-12,3,46630.99,139892.97,0,0.0,0.0,139892.97,Mercado Pago,Cancelado
T001414,C00331,P0125,2026-03-07,1,138210.99,138210.99,5,6910.55,0.0,131300.44,Tarjeta de crédito,Entregado
T001415,C00331,P0167,2025-11-11,1,116770.99,116770.99,0,0.0,0.0,116770.99,Tarjeta de débito,Cancelado
T001416,C00331,P0072,2026-05-16,2,60590.99,121181.98,5,6059.1,0.0,115122.88,Tarjeta de crédito,Entregado
T001417,C00331,P0148,2025-07-21,2,86710.99,173421.98,15,26013.3,0.0,147408.68,Tarjeta de débito,Entregado
T001418,C00331,P0010,2025-07-06,1,99010.99,99010.99,5,4950.55,0.0,94060.44,Efectivo (contra entrega),Entregado
T001419,C00331,P0068,2025-12-28,1,120640.99,120640.99,10,12064.1,0.0,108576.89,Transferencia bancaria,Entregado
T001420,C00332,P0010,2026-07-07,1,99010.99,99010.99,0,0.0,0.0,99010.99,Transferencia bancaria,Entregado
T001421,C00332,P0177,2026-04-17,1,26110.99,26110.99,0,0.0,4127.76,30238.75,Tarjeta de débito,Entregado
T001422,C00333,P0104,2025-05-13,1,56920.99,56920.99,0,0.0,0.0,56920.99,Mercado Pago,Cancelado
T001423,C00333,P0096,2025-06-04,1,32440.99,32440.99,0,0.0,0.0,32440.99,Transferencia bancaria,Entregado
T001424,C00334,P0172,2025-12-10,1,24980.99,24980.99,0,0.0,4372.48,29353.47,Tarjeta de débito,Entregado
T001425,C00334,P0158,2025-07-06,1,48410.99,48410.99,0,0.0,0.0,48410.99,Efectivo (contra entrega),Entregado
T001426,C00334,P0050,2025-12-11,1,5120.99,5120.99,5,256.05,4199.74,9064.68,Tarjeta de crédito,Preparando
T001427,C00334,P0153,2026-04-25,2,80540.99,161081.98,0,0.0,0.0,161081.98,Tarjeta de crédito,Entregado
T001428,C00334,P0137,2025-08-01,1,37150.99,37150.99,10,3715.1,0.0,33435.89,Tarjeta de crédito,Entregado
T001429,C00335,P0030,2026-01-16,1,42840.99,42840.99,10,4284.1,0.0,38556.89,Mercado Pago,Entregado
T001430,C00335,P0184,2026-05-06,1,11240.99,11240.99,10,1124.1,3196.33,13313.22,Tarjeta de crédito,Entregado
T001431,C00337,P0129,2025-12-04,1,121150.99,121150.99,0,0.0,0.0,121150.99,Tarjeta de débito,Entregado
T001432,C00337,P0171,2026-04-24,1,62510.99,62510.99,0,0.0,0.0,62510.99,Tarjeta de débito,Cancelado
T001433,C00337,P0162,2026-03-20,1,60870.99,60870.99,5,3043.55,0.0,57827.44,Mercado Pago,En camino
T001434,C00337,P0180,2026-05-26,1,10110.99,10110.99,5,505.55,4309.59,13915.03,Efectivo (contra entrega),En camino
T001435,C00337,P0055,2026-07-30,1,90690.99,90690.99,0,0.0,0.0,90690.99,Efectivo (contra entrega),Entregado
T001436,C00337,P0131,2025-05-19,2,17990.99,35981.98,0,0.0,0.0,35981.98,Tarjeta de crédito,Entregado
T001437,C00337,P0084,2025-06-22,1,106390.99,106390.99,10,10639.1,0.0,95751.89,Tarjeta de crédito,Entregado
T001438,C00338,P0185,2026-02-14,1,120880.99,120880.99,0,0.0,0.0,120880.99,Tarjeta de débito,Entregado
T001439,C00338,P0157,2026-05-30,2,2850.99,5701.98,0,0.0,3965.06,9667.04,Efectivo (contra entrega),Entregado
T001440,C00340,P0030,2026-03-14,1,42840.99,42840.99,0,0.0,0.0,42840.99,Tarjeta de débito,Entregado
T001441,C00340,P0182,2023-08-25,1,118780.99,118780.99,5,5939.05,0.0,112841.94,Transferencia bancaria,Entregado
T001442,C00340,P0108,2023-05-31,1,106640.99,106640.99,0,0.0,0.0,106640.99,Efectivo (contra entrega),Entregado
T001443,C00340,P0002,2026-06-13,1,34510.99,34510.99,5,1725.55,0.0,32785.44,Tarjeta de crédito,Entregado
T001444,C00340,P0074,2025-09-03,1,73660.99,73660.99,10,7366.1,0.0,66294.89,Mercado Pago,Entregado
T001445,C00341,P0144,2025-03-14,1,136210.99,136210.99,0,0.0,0.0,136210.99,Tarjeta de crédito,Entregado
T001446,C00343,P0060,2025-12-29,1,64800.99,64800.99,0,0.0,0.0,64800.99,Tarjeta de débito,Preparando
T001447,C00343,P0013,2026-02-13,1,33690.99,33690.99,5,1684.55,0.0,32006.44,Tarjeta de débito,Entregado
T001448,C00344,P0112,2026-03-11,1,52410.99,52410.99,10,5241.1,0.0,47169.89,Efectivo (contra entrega),Entregado
T001449,C00344,P0123,2024-09-23,1,57150.99,57150.99,0,0.0,0.0,57150.99,Mercado Pago,Entregado
T001450,C00344,P0026,2024-10-30,1,71960.99,71960.99,0,0.0,0.0,71960.99,Tarjeta de débito,Entregado
T001451,C00344,P0146,2023-05-30,1,77950.99,77950.99,10,7795.1,0.0,70155.89,Transferencia bancaria,Entregado
T001452,C00344,P0120,2026-03-05,1,58730.99,58730.99,10,5873.1,0.0,52857.89,Transferencia bancaria,Entregado
T001453,C00344,P0166,2024-10-24,1,11070.99,11070.99,0,0.0,3625.5,14696.49,Efectivo (contra entrega),Entregado
T001454,C00344,P0046,2023-06-12,1,18770.99,18770.99,5,938.55,3266.56,21099.0,Efectivo (contra entrega),Entregado
T001455,C00344,P0033,2025-04-12,1,38270.99,38270.99,0,0.0,0.0,38270.99,Tarjeta de débito,Entregado
T001456,C00344,P0171,2024-07-05,1,62510.99,62510.99,5,3125.55,0.0,59385.44,Transferencia bancaria,Entregado
T001457,C00344,P0060,2024-09-12,1,64800.99,64800.99,0,0.0,0.0,64800.99,Tarjeta de débito,Entregado
T001458,C00344,P0154,2025-07-13,1,30800.99,30800.99,15,4620.15,0.0,26180.84,Transferencia bancaria,Entregado
T001459,C00345,P0023,2026-05-01,3,99980.99,299942.97,0,0.0,0.0,299942.97,Tarjeta de crédito,Entregado
T001460,C00346,P0092,2025-12-08,1,67840.99,67840.99,10,6784.1,0.0,61056.89,Tarjeta de crédito,Entregado
T001461,C00346,P0173,2026-02-08,3,7980.99,23942.97,0,0.0,3596.18,27539.15,Efectivo (contra entrega),Entregado
T001462,C00347,P0098,2024-07-27,1,66450.99,66450.99,0,0.0,0.0,66450.99,Mercado Pago,Entregado
T001463,C00347,P0157,2024-12-05,1,2850.99,2850.99,5,142.55,2802.19,5510.63,Tarjeta de débito,Entregado
T001464,C00348,P0047,2026-01-15,1,14020.99,14020.99,5,701.05,3505.97,16825.91,Tarjeta de débito,Entregado
T001465,C00348,P0157,2025-11-20,2,2850.99,5701.98,0,0.0,2724.08,8426.06,Tarjeta de crédito,Entregado
T001466,C00349,P0080,2024-05-07,1,16720.99,16720.99,5,836.05,4232.97,20117.91,Transferencia bancaria,Entregado
T001467,C00349,P0002,2024-07-11,1,34510.99,34510.99,0,0.0,0.0,34510.99,Efectivo (contra entrega),En camino
T001468,C00349,P0062,2025-12-26,1,80150.99,80150.99,5,4007.55,0.0,76143.44,Tarjeta de débito,Entregado
T001469,C00349,P0075,2025-07-07,2,51680.99,103361.98,0,0.0,0.0,103361.98,Tarjeta de crédito,Entregado
T001470,C00349,P0098,2025-03-13,1,66450.99,66450.99,0,0.0,0.0,66450.99,Tarjeta de crédito,Entregado
T001471,C00349,P0050,2024-09-04,1,5120.99,5120.99,0,0.0,3304.47,8425.46,Tarjeta de débito,Entregado
T001472,C00349,P0168,2025-07-10,2,20280.99,40561.98,0,0.0,0.0,40561.98,Transferencia bancaria,En camino
T001473,C00349,P0164,2024-07-24,2,32940.99,65881.98,0,0.0,0.0,65881.98,Mercado Pago,Preparando
T001474,C00349,P0036,2024-08-09,1,6740.99,6740.99,0,0.0,4059.59,10800.58,Efectivo (contra entrega),Cancelado
T001475,C00349,P0132,2025-06-04,1,34240.99,34240.99,5,1712.05,0.0,32528.94,Tarjeta de crédito,Entregado
T001476,C00349,P0032,2026-05-13,1,46630.99,46630.99,15,6994.65,0.0,39636.34,Tarjeta de crédito,Cancelado
T001477,C00351,P0065,2024-06-10,1,36490.99,36490.99,0,0.0,0.0,36490.99,Tarjeta de débito,Entregado
T001478,C00351,P0178,2024-10-25,1,82810.99,82810.99,10,8281.1,0.0,74529.89,Tarjeta de crédito,Entregado
T001479,C00351,P0114,2025-05-06,1,17660.99,17660.99,0,0.0,4343.99,22004.98,Tarjeta de crédito,Preparando
T001480,C00351,P0068,2026-05-07,1,120640.99,120640.99,0,0.0,0.0,120640.99,Efectivo (contra entrega),Entregado
T001481,C00351,P0154,2026-04-19,3,30800.99,92402.97,15,13860.45,0.0,78542.52,Tarjeta de débito,Entregado
T001482,C00352,P0142,2026-08-05,2,80160.99,160321.98,0,0.0,0.0,160321.98,Tarjeta de débito,Entregado
T001483,C00352,P0180,2026-07-22,1,10110.99,10110.99,0,0.0,2410.26,12521.25,Tarjeta de débito,En camino
T001484,C00352,P0059,2026-06-20,1,66790.99,66790.99,0,0.0,0.0,66790.99,Tarjeta de débito,Entregado
T001485,C00352,P0149,2026-04-14,1,91760.99,91760.99,10,9176.1,0.0,82584.89,Tarjeta de crédito,Entregado
